Sun Nov 16 22:59:38 2025    profile_python.prof

         5726277 function calls (5724126 primitive calls) in 9.959 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/mixins.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_datasource.py:195(DataSource)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1275(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_dtype_like.py:41(_DTypeDict)
        6    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/typing.py:295(_check_generic)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/typing.py:1396(__mro_entries__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/re/_compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1420(TimedeltaFormat)
       21    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/_distutils_hack/__init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/typing.py:717(_make_union)
        6    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/re/_compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:338(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_dtype_like.py:35(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:267(__init__)
        7    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/typing.py:2499(final)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_array_api_info.py:29(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_utils/_convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/records.py:197(record)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/linalg/linalg.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/typing.py:949(_is_typevar_like)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/enum.py:973(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:416(UniqueAllResult)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:509(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:550(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_exceptions.py:37(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:591(ndenumerate)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_dtype_like.py:51(_SupportsDType)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:108(nd_grid)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:641(ndindex)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:322(CDLL)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:364(errstate)
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/enum.py:1279(value)
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/re/_parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:510(CFunctionType)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_exceptions.py:52(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/records.py:280(recarray)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_datasource.py:97(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_array_like.py:31(_SupportsArray)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/records.py:57(format_parser)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:742(IndexExpression)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_datasource.py:72(_FileOpeners)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_exceptions.py:76(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_exceptions.py:92(_UFuncOutputCastingError)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_exceptions.py:31(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:212(MGridClass)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_internal.py:253(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:973(FloatingFormat)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:157(py_object)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:428(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:423(UniqueCountsResult)
        2    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        4    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:373(_FuncPtr)
        2    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:144(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_npyio_impl.py:50(BagObj)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1388(DatetimeFormat)
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_stride_tricks_impl.py:14(DummyArray)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:443(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:319(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:402(PyDLL)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:453(RClass)
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_exceptions.py:67(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:274(OGridClass)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_utils_impl.py:121(_Deprecate)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:7(NBitBase)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:584(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/exceptions.py:59(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1425(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1329(ComplexFloatingFormat)
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/enum.py:246(__init__)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:557(CClass)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/functools.py:970(__set_name__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1300(IntegerFormat)
        2    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/exceptions.py:97(TooHardError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/exceptions.py:200(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/linalg/_linalg.py:132(LinAlgError)
        2    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:551(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/typing.py:2978(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1362(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_internal.py:257(c_void_p)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/pickle.py:97(_Stop)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1319(BoolFormat)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/enum.py:1172(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:511(_is_param_expr)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/numerictypes.py:368(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/_endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:187(c_int)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:166(c_short)
        2    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:789(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:357(_unspecified)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/exceptions.py:76(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:65(_128Bit)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:76(_64Bit)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/_endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:170(c_ushort)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:178(c_ulong)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:71(_96Bit)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_iotools.py:423(ConverterError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/_endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:174(c_long)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_iotools.py:431(ConverterLockError)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:199(c_double)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:247(c_void_p)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:195(c_float)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:252(c_bool)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/lib/_iotools.py:439(ConversionWarning)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:203(c_longdouble)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:224(c_ubyte)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:231(c_byte)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:262(c_wchar)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:81(_32Bit)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:91(_8Bit)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:236(c_char)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_core/multiarray.py:1106(copyto)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/__init__.py:191(c_uint)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:86(_16Bit)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.12/ctypes/_endian.py:35(_swapped_union_meta)


